caseid,schoolid,score,cohort90,female,sclass,schtype,schurban,schdenom
19114,76,2,0,1,2,0,1,0
19112,76,12,0,1,4,0,1,0
19111,76,23,0,1,2,0,1,0
19113,76,15,0,1,3,0,1,0
13829,76,36,-2,1,2,0,1,0
13830,76,26,-2,1,2,0,1,0
19110,76,41,0,1,3,0,1,0
13832,76,40,-2,1,1,0,1,0
19109,76,36,0,1,2,0,1,0
7564,77,25,-4,0,2,0,1,0
7568,77,0,-4,0,2,0,1,0
7563,77,20,-4,0,2,0,1,0
7562,77,35,-4,0,1,0,1,0
13836,77,41,-2,0,1,0,1,0
7569,77,39,-4,0,3,0,1,0
13835,77,48,-2,0,1,0,1,0
7572,77,20,-4,0,2,0,1,0
13838,77,5,-2,0,3,0,1,0
1047,77,39,-6,0,2,0,1,0
1051,77,50,-6,0,2,0,1,0
1043,77,48,-6,0,2,0,1,0
7561,77,0,-4,0,3,0,1,0
7560,77,0,-4,0,3,0,1,0
1053,77,43,-6,0,3,0,1,0
1055,77,29,-6,0,3,0,1,0
1054,77,23,-6,0,2,0,1,0
31879,77,58,8,0,2,0,1,0
31858,77,40,8,0,3,0,1,0
31861,77,56,8,0,1,0,1,0
31857,77,48,8,0,1,0,1,0
27037,77,33,6,0,3,0,1,0
31876,77,35,8,0,2,0,1,0
31864,77,62,8,0,1,0,1,0
31875,77,34,8,0,3,0,1,0
31871,77,22,8,0,4,0,1,0
13839,77,19,-2,0,2,0,1,0
19132,77,57,0,0,2,0,1,0
27023,77,28,6,0,2,0,1,0
19126,77,55,0,0,2,0,1,0
27033,77,53,6,0,2,0,1,0
27032,77,49,6,0,2,0,1,0
27025,77,51,6,0,2,0,1,0
27027,77,57,6,0,2,0,1,0
27026,77,75,6,0,3,0,1,0
31881,77,14,8,1,1,0,1,0
13834,77,48,-2,1,1,0,1,0
13837,77,47,-2,1,1,0,1,0
13840,77,0,-2,1,4,0,1,0
7571,77,33,-4,1,1,0,1,0
7570,77,54,-4,1,2,0,1,0
7567,77,0,-4,1,2,0,1,0
19128,77,0,0,1,2,0,1,0
19129,77,38,0,1,3,0,1,0
19124,77,34,0,1,1,0,1,0
19127,77,38,0,1,2,0,1,0
19125,77,47,0,1,1,0,1,0
19130,77,0,0,1,2,0,1,0
1048,77,3,-6,1,3,0,1,0
1049,77,16,-6,1,1,0,1,0
1050,77,0,-6,1,3,0,1,0
1046,77,19,-6,1,4,0,1,0
1045,77,30,-6,1,1,0,1,0
7566,77,47,-4,1,2,0,1,0
7559,77,3,-4,1,2,0,1,0
7565,77,53,-4,1,2,0,1,0
1052,77,0,-6,1,2,0,1,0
1056,77,56,-6,1,3,0,1,0
1058,77,9,-6,1,3,0,1,0
1057,77,0,-6,1,3,0,1,0
1044,77,14,-6,1,4,0,1,0
31868,77,45,8,1,1,0,1,0
31869,77,41,8,1,1,0,1,0
31870,77,69,8,1,1,0,1,0
31867,77,64,8,1,1,0,1,0
31866,77,29,8,1,1,0,1,0
31865,77,63,8,1,2,0,1,0
31878,77,44,8,1,2,0,1,0
31880,77,57,8,1,1,0,1,0
31872,77,25,8,1,4,0,1,0
31873,77,44,8,1,3,0,1,0
31877,77,53,8,1,3,0,1,0
31874,77,65,8,1,1,0,1,0
19131,77,46,0,1,1,0,1,0
27029,77,41,6,1,3,0,1,0
27030,77,50,6,1,1,0,1,0
27031,77,54,6,1,1,0,1,0
27028,77,54,6,1,2,0,1,0
27024,77,56,6,1,3,0,1,0
31863,77,58,8,1,1,0,1,0
31860,77,58,8,1,2,0,1,0
31862,77,63,8,1,2,0,1,0
27034,77,42,6,1,2,0,1,0
27035,77,40,6,1,1,0,1,0
31859,77,61,8,1,1,0,1,0
27036,77,28,6,1,4,0,1,0
13845,78,17,-2,1,1,0,1,0
13846,78,52,-2,1,1,0,1,0
13842,78,35,-2,1,2,0,1,0
13841,78,40,-2,1,3,0,1,0
13852,78,20,-2,1,3,0,1,0
13847,78,53,-2,1,1,0,1,0
13851,78,40,-2,1,3,0,1,0
13848,78,14,-2,1,2,0,1,0
19136,78,0,0,1,3,0,1,0
7578,78,36,-4,1,1,0,1,0
7580,78,23,-4,1,3,0,1,0
7577,78,31,-4,1,1,0,1,0
7575,78,36,-4,1,2,0,1,0
7586,78,38,-4,1,1,0,1,0
7585,78,32,-4,1,2,0,1,0
7581,78,21,-4,1,1,0,1,0
7584,78,11,-4,1,4,0,1,0
7582,78,34,-4,1,1,0,1,0
7573,78,36,-4,1,3,0,1,0
31891,78,40,8,1,4,0,1,0
31893,78,27,8,1,2,0,1,0
31890,78,44,8,1,1,0,1,0
31887,78,50,8,1,1,0,1,0
31883,78,57,8,1,3,0,1,0
31898,78,31,8,1,1,0,1,0
31894,78,40,8,1,1,0,1,0
31896,78,59,8,1,1,0,1,0
31895,78,49,8,1,1,0,1,0
19138,78,0,0,1,4,0,1,0
19143,78,7,0,1,3,0,1,0
27039,78,33,6,1,2,0,1,0
19142,78,21,0,1,3,0,1,0
19139,78,38,0,1,3,0,1,0
27047,78,7,6,1,1,0,1,0
27046,78,29,6,1,3,0,1,0
27040,78,22,6,1,1,0,1,0
27044,78,56,6,1,2,0,1,0
27042,78,32,6,1,4,0,1,0
7576,78,10,-4,0,3,0,1,0
31900,78,18,8,0,3,0,1,0
31899,78,34,8,0,3,0,1,0
13843,78,41,-2,0,2,0,1,0
7583,78,0,-4,0,1,0,1,0
31888,78,24,8,0,2,0,1,0
31897,78,36,8,0,2,0,1,0
31889,78,44,8,0,3,0,1,0
31892,78,17,8,0,3,0,1,0
31886,78,42,8,0,2,0,1,0
1061,78,36,-6,0,3,0,1,0
1060,78,0,-6,0,3,0,1,0
1062,78,52,-6,0,2,0,1,0
1063,78,46,-6,0,1,0,1,0
7579,78,0,-4,0,3,0,1,0
13850,78,40,-2,0,3,0,1,0
1059,78,0,-6,0,3,0,1,0
13849,78,32,-2,0,4,0,1,0
13844,78,44,-2,0,2,0,1,0
1064,78,13,-6,0,3,0,1,0
19133,78,12,0,0,3,0,1,0
1065,78,41,-6,0,3,0,1,0
19134,78,26,0,0,3,0,1,0
19135,78,26,0,0,2,0,1,0
7574,78,26,-4,0,2,0,1,0
1066,78,0,-6,0,1,0,1,0
1068,78,37,-6,0,4,0,1,0
1067,78,0,-6,0,1,0,1,0
31885,78,20,8,0,4,0,1,0
27045,78,31,6,0,1,0,1,0
27043,78,60,6,0,2,0,1,0
31882,78,47,8,0,2,0,1,0
31884,78,40,8,0,2,0,1,0
19137,78,44,0,0,1,0,1,0
19141,78,15,0,0,2,0,1,0
19140,78,40,0,0,1,0,1,0
27041,78,49,6,0,1,0,1,0
27038,78,18,6,0,3,0,1,0
19144,79,13,0,1,4,0,1,0
13857,79,0,-2,1,4,0,1,0
19145,79,0,0,1,3,0,1,0
19147,79,25,0,1,3,0,1,0
19148,79,10,0,1,3,0,1,0
7587,79,0,-4,0,3,0,1,0
1069,79,17,-6,1,3,0,1,0
1070,79,0,-6,1,3,0,1,0
19146,79,24,0,0,4,0,1,0
7592,79,0,-4,0,3,0,1,0
13854,79,7,-2,0,4,0,1,0
13856,79,5,-2,1,4,0,1,0
13853,79,8,-2,1,4,0,1,0
13855,79,0,-2,1,4,0,1,0
7588,79,0,-4,1,3,0,1,0
7589,79,0,-4,1,3,0,1,0
7591,79,12,-4,1,3,0,1,0
7590,79,8,-4,1,3,0,1,0
13858,79,27,-2,0,1,0,1,0
19149,79,7,0,1,4,0,1,0
19150,79,21,0,1,2,0,1,0
13873,80,43,-2,0,1,0,1,0
13871,80,41,-2,0,2,0,1,0
13876,80,21,-2,0,3,0,1,0
13877,80,20,-2,0,2,0,1,0
13880,80,15,-2,0,2,0,1,0
13864,80,9,-2,0,2,0,1,0
13870,80,27,-2,0,1,0,1,0
13867,80,31,-2,0,1,0,1,0
13868,80,37,-2,0,2,0,1,0
13863,80,9,-2,0,3,0,1,0
19163,80,0,0,0,2,0,1,0
19160,80,21,0,0,3,0,1,0
19167,80,25,0,0,2,0,1,0
27049,80,38,6,0,1,0,1,0
13882,80,6,-2,0,2,0,1,0
19153,80,0,0,0,1,0,1,0
19157,80,0,0,0,2,0,1,0
19154,80,0,0,0,1,0,1,0
19155,80,0,0,0,3,0,1,0
1071,80,44,-6,0,1,0,1,0
1085,80,26,-6,0,2,0,1,0
1083,80,45,-6,0,1,0,1,0
1088,80,0,-6,0,3,0,1,0
7593,80,20,-4,0,4,0,1,0
7595,80,24,-4,0,1,0,1,0
1075,80,0,-6,0,3,0,1,0
1081,80,8,-6,0,3,0,1,0
1076,80,0,-6,0,2,0,1,0
1080,80,0,-6,0,1,0,1,0
13861,80,37,-2,0,1,0,1,0
7618,80,0,-4,0,4,0,1,0
7617,80,21,-4,0,1,0,1,0
13859,80,34,-2,0,3,0,1,0
13860,80,19,-2,0,3,0,1,0
7601,80,0,-4,0,3,0,1,0
7605,80,36,-4,0,2,0,1,0
7614,80,10,-4,0,3,0,1,0
7610,80,0,-4,0,1,0,1,0
7611,80,21,-4,0,2,0,1,0
27051,80,30,6,0,2,0,1,0
7616,80,7,-4,1,3,0,1,0
7619,80,26,-4,1,3,0,1,0
7615,80,28,-4,1,2,0,1,0
7613,80,41,-4,1,3,0,1,0
13862,80,13,-2,1,2,0,1,0
7620,80,3,-4,1,2,0,1,0
7621,80,23,-4,1,2,0,1,0
13865,80,0,-2,1,2,0,1,0
7603,80,24,-4,1,2,0,1,0
7604,80,22,-4,1,1,0,1,0
7602,80,16,-4,1,1,0,1,0
7612,80,0,-4,1,2,0,1,0
7609,80,20,-4,1,4,0,1,0
7606,80,25,-4,1,2,0,1,0
7608,80,35,-4,1,1,0,1,0
7607,80,4,-4,1,2,0,1,0
7600,80,32,-4,1,2,0,1,0
19159,80,35,0,1,3,0,1,0
19162,80,31,0,1,1,0,1,0
19158,80,25,0,1,2,0,1,0
19156,80,30,0,1,1,0,1,0
19168,80,23,0,1,1,0,1,0
19164,80,23,0,1,3,0,1,0
19166,80,40,0,1,3,0,1,0
19165,80,34,0,1,3,0,1,0
13866,80,22,-2,1,3,0,1,0
13872,80,25,-2,1,2,0,1,0
13874,80,56,-2,1,1,0,1,0
13869,80,40,-2,1,2,0,1,0
19152,80,23,0,1,2,0,1,0
19151,80,30,0,1,1,0,1,0
13875,80,25,-2,1,3,0,1,0
13879,80,33,-2,1,1,0,1,0
13878,80,14,-2,1,4,0,1,0
31921,80,0,8,1,3,0,1,0
27057,80,27,6,1,1,0,1,0
27056,80,42,6,1,4,0,1,0
31902,80,44,8,1,2,0,1,0
31903,80,28,8,1,1,0,1,0
27048,80,10,6,1,4,0,1,0
27054,80,48,6,1,1,0,1,0
27050,80,29,6,1,3,0,1,0
27052,80,29,6,1,1,0,1,0
1072,80,39,-6,1,2,0,1,0
31919,80,46,8,1,3,0,1,0
31918,80,39,8,1,2,0,1,0
31920,80,48,8,1,1,0,1,0
31906,80,20,8,1,3,0,1,0
31913,80,28,8,1,3,0,1,0
31917,80,8,8,1,4,0,1,0
31914,80,30,8,1,3,0,1,0
31915,80,47,8,1,3,0,1,0
7599,80,15,-4,1,1,0,1,0
1091,80,12,-6,1,3,0,1,0
1092,80,5,-6,1,3,0,1,0
1090,80,0,-6,1,2,0,1,0
1089,80,10,-6,1,2,0,1,0
7598,80,39,-4,1,1,0,1,0
7594,80,19,-4,1,3,0,1,0
7597,80,6,-4,1,3,0,1,0
7596,80,20,-4,1,2,0,1,0
1073,80,0,-6,1,3,0,1,0
1077,80,37,-6,1,3,0,1,0
1078,80,25,-6,1,2,0,1,0
1074,80,23,-6,1,3,0,1,0
1087,80,0,-6,1,3,0,1,0
1086,80,9,-6,1,3,0,1,0
1079,80,0,-6,1,4,0,1,0
1084,80,0,-6,1,3,0,1,0
1082,80,34,-6,1,1,0,1,0
19169,80,27,0,1,2,0,1,0
31908,80,46,8,0,2,0,1,0
31909,80,33,8,0,3,0,1,0
31907,80,51,8,0,2,0,1,0
31905,80,34,8,0,1,0,1,0
31916,80,26,8,0,2,0,1,0
31910,80,47,8,0,3,0,1,0
31912,80,44,8,0,1,0,1,0
31911,80,36,8,0,2,0,1,0
27053,80,48,6,0,4,0,1,0
27059,80,18,6,0,2,0,1,0
27060,80,18,6,0,3,0,1,0
31904,80,47,8,0,2,0,1,0
27058,80,38,6,0,1,0,1,0
27055,80,31,6,0,1,0,1,0
7627,81,0,-4,0,1,0,0,0
7626,81,38,-4,0,3,0,0,0
7625,81,35,-4,0,2,0,0,0
19171,81,44,0,0,3,0,0,0
19172,81,37,0,0,3,0,0,0
19173,81,48,0,0,2,0,0,0
1093,81,48,-6,0,2,0,0,0
7623,81,37,-4,1,3,0,0,0
1096,81,0,-6,0,1,0,0,0
1094,81,7,-6,0,3,0,0,0
1095,81,0,-6,0,1,0,0,0
7622,81,51,-4,1,2,0,0,0
31923,81,59,8,1,3,0,0,0
31924,81,38,8,1,1,0,0,0
31925,81,52,8,1,1,0,0,0
27061,81,47,6,1,1,0,0,0
19170,81,11,0,1,3,0,0,0
19174,81,50,0,0,1,0,0,0
27062,81,51,6,0,3,0,0,0
19175,81,36,0,0,1,0,0,0
31922,81,27,8,0,2,0,0,0
27063,81,56,6,0,1,0,0,0
27064,81,27,6,0,3,0,0,0
7624,81,30,-4,1,3,0,0,0
13883,82,25,-2,1,2,0,0,0
7645,82,23,-4,1,2,0,0,0
7640,82,14,-4,1,3,0,0,0
13885,82,60,-2,1,1,0,0,0
13889,82,9,-2,1,3,0,0,0
13893,82,38,-2,1,1,0,0,0
1117,82,15,-6,1,3,0,0,0
1116,82,29,-6,1,1,0,0,0
7639,82,26,-4,1,2,0,0,0
7638,82,3,-4,1,3,0,0,0
7628,82,0,-4,1,3,0,0,0
7633,82,39,-4,1,4,0,0,0
1115,82,41,-6,1,2,0,0,0
13892,82,45,-2,0,2,0,0,0
19176,82,6,0,0,4,0,0,0
19177,82,16,0,0,2,0,0,0
13888,82,27,-2,0,2,0,0,0
13891,82,0,-2,0,2,0,0,0
13890,82,14,-2,0,3,0,0,0
19178,82,23,0,1,2,0,0,0
1100,82,12,-6,0,4,0,0,0
19179,82,59,0,1,1,0,0,0
19181,82,19,0,0,2,0,0,0
1097,82,4,-6,0,4,0,0,0
1099,82,0,-6,0,2,0,0,0
1098,82,41,-6,0,3,0,0,0
13887,82,0,-2,0,4,0,0,0
31932,82,56,8,0,2,0,0,0
31931,82,45,8,0,2,0,0,0
31930,82,58,8,0,1,0,0,0
31936,82,62,8,0,1,0,0,0
31937,82,56,8,0,1,0,0,0
31938,82,55,8,0,1,0,0,0
27071,82,22,6,0,3,0,0,0
27070,82,32,6,0,1,0,0,0
31927,82,26,8,0,3,0,0,0
27078,82,58,6,0,2,0,0,0
27076,82,9,6,0,3,0,0,0
27077,82,30,6,0,3,0,0,0
1114,82,0,-6,1,3,0,0,0
1110,82,37,-6,1,2,0,0,0
1109,82,0,-6,1,4,0,0,0
1108,82,63,-6,1,3,0,0,0
1113,82,31,-6,1,2,0,0,0
1111,82,30,-6,1,1,0,0,0
1112,82,9,-6,1,2,0,0,0
31940,82,35,8,0,4,0,0,0
19190,82,29,0,0,3,0,0,0
19192,82,20,0,0,3,0,0,0
1107,82,10,-6,1,3,0,0,0
1106,82,16,-6,1,3,0,0,0
19189,82,43,0,0,2,0,0,0
19187,82,42,0,0,1,0,0,0
7632,82,18,-4,0,2,0,0,0
7634,82,12,-4,0,2,0,0,0
7635,82,0,-4,0,4,0,0,0
1101,82,0,-6,0,3,0,0,0
1102,82,0,-6,0,3,0,0,0
1103,82,0,-6,0,3,0,0,0
27073,82,52,6,1,1,0,0,0
31928,82,58,8,1,1,0,0,0
27074,82,62,6,1,1,0,0,0
31926,82,23,8,1,4,0,0,0
27072,82,60,6,1,2,0,0,0
7629,82,53,-4,0,2,0,0,0
31939,82,33,8,1,3,0,0,0
7630,82,21,-4,0,2,0,0,0
7631,82,63,-4,0,2,0,0,0
1104,82,62,-6,0,2,0,0,0
31929,82,50,8,1,2,0,0,0
1105,82,20,-6,0,3,0,0,0
31935,82,65,8,1,2,0,0,0
31933,82,50,8,1,3,0,0,0
31934,82,52,8,1,2,0,0,0
13886,82,39,-2,0,2,0,0,0
19182,82,47,0,1,2,0,0,0
19180,82,40,0,1,3,0,0,0
7636,82,41,-4,0,2,0,0,0
19185,82,19,0,1,1,0,0,0
19183,82,0,0,1,2,0,0,0
19184,82,31,0,1,1,0,0,0
19186,82,22,0,1,2,0,0,0
7644,82,6,-4,0,4,0,0,0
13884,82,15,-2,0,2,0,0,0
7637,82,51,-4,0,4,0,0,0
7641,82,37,-4,0,3,0,0,0
7643,82,4,-4,0,2,0,0,0
7642,82,14,-4,0,2,0,0,0
27069,82,57,6,1,1,0,0,0
27065,82,48,6,1,2,0,0,0
19191,82,47,0,1,2,0,0,0
19188,82,47,0,1,2,0,0,0
27068,82,61,6,1,1,0,0,0
27066,82,63,6,1,1,0,0,0
27067,82,62,6,1,3,0,0,0
31959,83,34,8,0,2,0,1,0
31957,83,41,8,0,1,0,1,0
31961,83,41,8,0,3,0,1,0
31944,83,23,8,0,3,0,1,0
31941,83,25,8,0,4,0,1,0
27090,83,41,6,0,1,0,1,0
31942,83,30,8,0,4,0,1,0
31943,83,32,8,0,3,0,1,0
31953,83,29,8,0,2,0,1,0
31948,83,13,8,0,3,0,1,0
27088,83,39,6,0,1,0,1,0
31947,83,34,8,0,4,0,1,0
31945,83,33,8,0,3,0,1,0
27086,83,56,6,0,1,0,1,0
27083,83,40,6,1,2,0,1,0
27084,83,30,6,1,1,0,1,0
27080,83,31,6,1,3,0,1,0
19196,83,5,0,1,3,0,1,0
19195,83,40,0,1,3,0,1,0
27091,83,23,6,1,3,0,1,0
27092,83,24,6,1,1,0,1,0
27085,83,37,6,1,1,0,1,0
27089,83,31,6,1,1,0,1,0
27087,83,49,6,1,2,0,1,0
27093,83,22,6,1,4,0,1,0
13903,83,22,-2,1,1,0,1,0
13904,83,11,-2,1,1,0,1,0
13902,83,10,-2,1,3,0,1,0
13895,83,28,-2,1,3,0,1,0
19194,83,27,0,1,3,0,1,0
13911,83,14,-2,1,4,0,1,0
19193,83,5,0,1,4,0,1,0
13905,83,22,-2,1,3,0,1,0
13909,83,16,-2,1,2,0,1,0
13907,83,25,-2,1,3,0,1,0
27082,83,56,6,0,1,0,1,0
13900,83,44,-2,0,3,0,1,0
13901,83,4,-2,0,4,0,1,0
13898,83,41,-2,0,4,0,1,0
13897,83,14,-2,0,1,0,1,0
13896,83,29,-2,0,3,0,1,0
27079,83,32,6,0,4,0,1,0
27081,83,42,6,0,2,0,1,0
13906,83,7,-2,0,1,0,1,0
13910,83,48,-2,0,1,0,1,0
13908,83,45,-2,0,1,0,1,0
27094,83,19,6,1,4,0,1,0
31950,83,28,8,1,2,0,1,0
31951,83,28,8,1,3,0,1,0
31952,83,38,8,1,2,0,1,0
31949,83,37,8,1,3,0,1,0
31946,83,50,8,1,1,0,1,0
31962,83,25,8,1,1,0,1,0
31958,83,35,8,1,1,0,1,0
31960,83,41,8,1,3,0,1,0
31954,83,39,8,1,3,0,1,0
31956,83,14,8,1,3,0,1,0
31955,83,33,8,1,3,0,1,0
7660,84,29,-4,0,3,0,1,0
7662,84,0,-4,0,1,0,1,0
7661,84,42,-4,0,3,0,1,0
7666,84,34,-4,0,1,0,1,0
7655,84,0,-4,1,3,0,1,0
7653,84,8,-4,1,2,0,1,0
7650,84,0,-4,1,3,0,1,0
7658,84,8,-4,1,3,0,1,0
7663,84,0,-4,1,4,0,1,0
7664,84,19,-4,1,3,0,1,0
1139,84,0,-6,1,2,0,1,0
1136,84,16,-6,1,1,0,1,0
7649,84,53,-4,1,3,0,1,0
7648,84,4,-4,1,1,0,1,0
1140,84,5,-6,1,1,0,1,0
7647,84,0,-4,1,3,0,1,0
1133,84,21,-6,1,1,0,1,0
13914,84,18,-2,0,2,0,1,0
19197,84,54,0,0,3,0,1,0
19198,84,47,0,0,2,0,1,0
13913,84,25,-2,0,2,0,1,0
13912,84,20,-2,0,2,0,1,0
7665,84,3,-4,1,4,0,1,0
13917,84,0,-2,1,2,0,1,0
13916,84,25,-2,1,2,0,1,0
19200,84,41,0,0,2,0,1,0
19201,84,33,0,0,2,0,1,0
19202,84,19,0,1,3,0,1,0
19204,84,20,0,1,2,0,1,0
1118,84,22,-6,0,3,0,1,0
1135,84,18,-6,0,3,0,1,0
1134,84,0,-6,0,4,0,1,0
1132,84,13,-6,0,3,0,1,0
1137,84,7,-6,0,2,0,1,0
1138,84,10,-6,0,1,0,1,0
1141,84,14,-6,0,1,0,1,0
1123,84,0,-6,0,2,0,1,0
1122,84,0,-6,0,1,0,1,0
1131,84,18,-6,0,3,0,1,0
1130,84,9,-6,0,3,0,1,0
1124,84,19,-6,0,4,0,1,0
1128,84,0,-6,0,3,0,1,0
1129,84,0,-6,1,2,0,1,0
1121,84,11,-6,1,3,0,1,0
1120,84,15,-6,1,2,0,1,0
1119,84,55,-6,1,4,0,1,0
1127,84,42,-6,1,3,0,1,0
1125,84,19,-6,1,1,0,1,0
1126,84,0,-6,1,1,0,1,0
7646,84,0,-4,0,3,0,1,0
7652,84,38,-4,0,2,0,1,0
7651,84,0,-4,0,3,0,1,0
7659,84,0,-4,0,3,0,1,0
7657,84,0,-4,0,3,0,1,0
7654,84,25,-4,0,2,0,1,0
7656,84,0,-4,0,3,0,1,0
27101,85,29,6,1,4,0,1,0
13930,85,6,-2,0,2,0,1,0
13928,85,4,-2,0,3,0,1,0
13932,85,8,-2,0,1,0,1,0
13933,85,19,-2,0,1,0,1,0
13934,85,0,-2,0,3,0,1,0
13920,85,5,-2,0,4,0,1,0
13925,85,20,-2,0,3,0,1,0
13921,85,0,-2,0,3,0,1,0
13922,85,34,-2,0,3,0,1,0
13919,85,27,-2,0,3,0,1,0
19222,85,55,0,0,3,0,1,0
19219,85,32,0,0,3,0,1,0
27095,85,48,6,0,3,0,1,0
27098,85,27,6,0,2,0,1,0
19209,85,45,0,0,2,0,1,0
19211,85,16,0,0,1,0,1,0
19210,85,42,0,0,2,0,1,0
19216,85,40,0,0,3,0,1,0
19212,85,35,0,0,4,0,1,0
19215,85,0,0,0,3,0,1,0
27100,85,49,6,0,2,0,1,0
1152,85,18,-6,1,1,0,1,0
1151,85,23,-6,1,4,0,1,0
1154,85,0,-6,1,3,0,1,0
1155,85,27,-6,1,1,0,1,0
1156,85,33,-6,1,2,0,1,0
1145,85,25,-6,1,3,0,1,0
1148,85,43,-6,1,2,0,1,0
1146,85,30,-6,1,3,0,1,0
1147,85,23,-6,1,2,0,1,0
7674,85,52,-4,0,3,0,1,0
7669,85,20,-4,0,3,0,1,0
1159,85,28,-6,0,1,0,1,0
7670,85,15,-4,0,4,0,1,0
7673,85,44,-4,0,3,0,1,0
1157,85,55,-6,1,3,0,1,0
1143,85,0,-6,0,2,0,1,0
1142,85,10,-6,0,1,0,1,0
1153,85,10,-6,0,4,0,1,0
1149,85,7,-6,0,2,0,1,0
1150,85,43,-6,0,3,0,1,0
1144,85,52,-6,1,1,0,1,0
27102,85,31,6,1,3,0,1,0
1158,85,11,-6,1,4,0,1,0
27103,85,52,6,1,1,0,1,0
31963,85,42,8,1,3,0,1,0
31964,85,30,8,1,4,0,1,0
7671,85,16,-4,1,1,0,1,0
1160,85,9,-6,1,3,0,1,0
7668,85,6,-4,1,2,0,1,0
7667,85,51,-4,1,3,0,1,0
7672,85,43,-4,1,2,0,1,0
31980,85,55,8,1,2,0,1,0
31979,85,26,8,1,3,0,1,0
31982,85,22,8,1,3,0,1,0
31983,85,29,8,1,2,0,1,0
31967,85,66,8,1,4,0,1,0
31970,85,39,8,1,3,0,1,0
31969,85,51,8,1,2,0,1,0
31977,85,33,8,1,3,0,1,0
31973,85,45,8,1,2,0,1,0
31976,85,26,8,1,4,0,1,0
31965,85,41,8,0,3,0,1,0
31975,85,38,8,0,4,0,1,0
31974,85,40,8,0,3,0,1,0
31978,85,30,8,0,4,0,1,0
31981,85,46,8,0,3,0,1,0
19213,85,26,0,1,1,0,1,0
31966,85,61,8,0,1,0,1,0
31972,85,33,8,0,2,0,1,0
31968,85,44,8,0,2,0,1,0
31971,85,36,8,0,3,0,1,0
7675,85,36,-4,1,1,0,1,0
13924,85,23,-2,1,1,0,1,0
13926,85,52,-2,1,2,0,1,0
13923,85,49,-2,1,1,0,1,0
7676,85,31,-4,1,3,0,1,0
19208,85,21,0,1,3,0,1,0
19206,85,44,0,1,1,0,1,0
19207,85,28,0,1,3,0,1,0
13929,85,21,-2,1,1,0,1,0
19205,85,31,0,1,4,0,1,0
13931,85,40,-2,1,2,0,1,0
31984,85,60,8,1,1,0,1,0
19218,85,43,0,1,3,0,1,0
19220,85,55,0,1,3,0,1,0
19217,85,23,0,1,2,0,1,0
19214,85,41,0,1,2,0,1,0
27099,85,40,6,1,2,0,1,0
19221,85,27,0,1,3,0,1,0
27097,85,52,6,1,3,0,1,0
27096,85,40,6,1,3,0,1,0
7688,86,45,-4,1,1,0,1,0
7689,86,42,-4,1,1,0,1,0
7686,86,38,-4,1,1,0,1,0
7685,86,13,-4,1,1,0,1,0
7694,86,42,-4,1,1,0,1,0
7690,86,49,-4,1,1,0,1,0
7693,86,44,-4,1,2,0,1,0
7691,86,44,-4,1,1,0,1,0
7696,86,44,-4,1,3,0,1,0
1162,86,37,-6,1,2,0,1,0
1163,86,44,-6,1,1,0,1,0
13944,86,55,-2,0,1,0,1,0
7684,86,40,-4,1,1,0,1,0
7681,86,49,-4,1,3,0,1,0
1166,86,22,-6,1,2,0,1,0
7677,86,34,-4,1,2,0,1,0
1169,86,34,-6,1,1,0,1,0
13946,86,26,-2,0,1,0,1,0
19226,86,33,0,1,2,0,1,0
19228,86,22,0,1,1,0,1,0
19224,86,42,0,1,1,0,1,0
19223,86,35,0,1,3,0,1,0
13943,86,41,-2,0,2,0,1,0
19229,86,33,0,1,1,0,1,0
19233,86,37,0,1,2,0,1,0
19230,86,22,0,1,2,0,1,0
7697,86,34,-4,1,1,0,1,0
13939,86,42,-2,1,1,0,1,0
13941,86,30,-2,1,3,0,1,0
13937,86,0,-2,1,3,0,1,0
13955,86,40,-2,1,2,0,1,0
13950,86,53,-2,1,1,0,1,0
13945,86,21,-2,1,1,0,1,0
13948,86,39,-2,1,2,0,1,0
13947,86,25,-2,1,3,0,1,0
13942,86,38,-2,0,1,0,1,0
32000,86,22,8,0,1,0,1,0
31999,86,31,8,0,1,0,1,0
32002,86,38,8,0,1,0,1,0
32004,86,37,8,0,1,0,1,0
31990,86,27,8,0,1,0,1,0
31997,86,60,8,0,3,0,1,0
31992,86,39,8,0,4,0,1,0
31994,86,41,8,0,1,0,1,0
31988,86,37,8,0,2,0,1,0
32017,86,48,8,0,1,0,1,0
32012,86,54,8,0,1,0,1,0
32019,86,40,8,0,2,0,1,0
32007,86,36,8,0,2,0,1,0
32008,86,44,8,0,1,0,1,0
32011,86,43,8,0,1,0,1,0
32009,86,38,8,0,1,0,1,0
32010,86,54,8,0,1,0,1,0
13949,86,14,-2,0,2,0,1,0
19225,86,0,0,0,3,0,1,0
13956,86,23,-2,0,2,0,1,0
19227,86,25,0,0,2,0,1,0
19231,86,20,0,0,2,0,1,0
13951,86,38,-2,0,1,0,1,0
13954,86,28,-2,0,3,0,1,0
13952,86,16,-2,0,2,0,1,0
13953,86,29,-2,0,2,0,1,0
31987,86,42,8,0,2,0,1,0
27114,86,55,6,0,1,0,1,0
27111,86,33,6,0,1,0,1,0
27115,86,5,6,0,3,0,1,0
27116,86,8,6,0,3,0,1,0
19232,86,22,0,0,1,0,1,0
19238,86,21,0,0,1,0,1,0
27107,86,62,6,0,2,0,1,0
27104,86,44,6,0,1,0,1,0
27105,86,44,6,0,2,0,1,0
